employeeId,username,email,phone,password,role,rank,department,station,district,isActive,themePreference
EMP01167,sunil_das1,sunil.das1@odpolice.in,9876553797,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,CID,Chatrapur PS,Ganjam,False,light
EMP01168,haribandhu_sahu2,haribandhu.sahu2@odpolice.in,9876524754,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Liaison,Sadar PS,Dhenkanal,True,system
EMP01169,prakash_das,prakash.das@odpolice.in,9876558842,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Judicial Liaison,Town PS,Angul,True,dark
EMP01170,kumar_mohapatra1,kumar.mohapatra1@odpolice.in,9876521828,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Traffic,Mancheswar PS,Bhubaneswar,True,dark
EMP01171,sarita_agrawal,sarita.agrawal@odpolice.in,9876575717,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Traffic,Mangalabag PS,Cuttack,True,system
EMP01172,arjun_behera,arjun.behera@odpolice.in,9876563237,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Baidyanath PS,Berhampur,True,system
EMP01173,santosh_pradhan6,santosh.pradhan6@odpolice.in,9876557920,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Cyber Crime,Saheed Nagar PS,Bhubaneswar,True,light
EMP01174,sweta_sahoo3,sweta.sahoo3@odpolice.in,9876527740,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Crime Branch,Town PS,Dhenkanal,True,light
EMP01175,kumar_lenka,kumar.lenka@odpolice.in,9876576886,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Khandagiri PS,Bhubaneswar,True,dark
EMP01176,subhashree_mohanty1,subhashree.mohanty1@odpolice.in,9876567423,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Traffic,Badambadi PS,Cuttack,True,dark
EMP01177,biswajit_swain,biswajit.swain@odpolice.in,9876523473,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Anti-Narcotics,Sadar PS,Khurda,True,light
EMP01178,anjali_panigrahi3,anjali.panigrahi3@odpolice.in,9876593565,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Additional SP,Training,Khurda HQ,Khurda,False,system
EMP01179,debashis_biswal1,debashis.biswal1@odpolice.in,9876533865,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,EOW,Sadar PS,Balasore,True,light
EMP01180,swati_das2,swati.das2@odpolice.in,9876541742,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Baripada PS,Mayurbhanj,True,light
EMP01181,ravi_sahu2,ravi.sahu2@odpolice.in,9876515987,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Purighat PS,Cuttack,False,system
EMP01182,rakesh_sethi2,rakesh.sethi2@odpolice.in,9876547331,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Khurda,True,light
EMP01183,ankit_kumar5,ankit.kumar5@odpolice.in,9876523968,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Crime Branch,Sea Beach PS,Puri,True,system
EMP01184,deepa_samal6,deepa.samal6@odpolice.in,9876541409,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Chatrapur PS,Ganjam,True,dark
EMP01185,amit_agrawal2,amit.agrawal2@odpolice.in,9876567484,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Hinjilicut PS,Ganjam,True,dark
EMP01186,anita_tripathy2,anita.tripathy2@odpolice.in,9876534665,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Traffic,Town PS,Angul,False,dark
EMP01187,rakesh_kumar1,rakesh.kumar1@odpolice.in,9876528922,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,EOW,Panposh PS,Rourkela,False,dark
EMP01188,sunil_dash12,sunil.dash12@odpolice.in,9876598580,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Special Branch,Sadar PS,Khurda,True,system
EMP01189,anjali_biswal,anjali.biswal@odpolice.in,9876590044,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Special Branch,Baseli Sahi PS,Puri,True,system
EMP01190,sunil_sahoo6,sunil.sahoo6@odpolice.in,9876596315,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Bareipali PS,Sambalpur,False,light
EMP01191,prakash_panda3,prakash.panda3@odpolice.in,9876521408,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Crime Branch,Goilundi PS,Berhampur,False,light
EMP01192,chayan_panda2,chayan.panda2@odpolice.in,9876551481,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Dhenkanal,False,system
EMP01193,gayatri_routray,gayatri.routray@odpolice.in,9876599267,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Panposh PS,Rourkela,True,light
EMP01194,sweta_agrawal,sweta.agrawal@odpolice.in,9876556895,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Keonjhar,False,light
EMP01195,deepa_panda3,deepa.panda3@odpolice.in,9876567662,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Crime Branch,Town PS,Balasore,True,dark
EMP01196,haribandhu_dash10,haribandhu.dash10@odpolice.in,9876541924,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Special Branch,Town PS,Dhenkanal,False,dark
EMP01197,prem_patra3,prem.patra3@odpolice.in,9876587804,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Cyber Crime,Sadar PS,Angul,False,system
EMP01198,arjun_pradhan2,arjun.pradhan2@odpolice.in,9876519984,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sector-19 PS,Rourkela,False,dark
EMP01199,amit_panigrahi7,amit.panigrahi7@odpolice.in,9876582385,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,CID,Sadar PS,Balasore,True,light
EMP01200,mamata_patra1,mamata.patra1@odpolice.in,9876583067,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Traffic,Dargha Bazar PS,Cuttack,True,light
EMP01201,prakash_patra4,prakash.patra4@odpolice.in,9876526722,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Anti-Narcotics,Sadar PS,Angul,True,dark
EMP01202,piyush_yadav1,piyush.yadav1@odpolice.in,9876530582,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Support,Town PS,Khurda,True,dark
EMP01203,kavita_routray10,kavita.routray10@odpolice.in,9876534393,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Goilundi PS,Berhampur,True,system
EMP01204,arjun_mohanty3,arjun.mohanty3@odpolice.in,9876594194,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Balangir,False,dark
EMP01205,sweta_patra2,sweta.patra2@odpolice.in,9876527313,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Karanjia PS,Mayurbhanj,True,dark
EMP01206,lalita_mahapatra5,lalita.mahapatra5@odpolice.in,9876529750,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Sea Beach PS,Puri,False,system
EMP01207,gopal_samal5,gopal.samal5@odpolice.in,9876559380,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,CID,Town PS,Bargarh,True,light
EMP01208,mamata_barik3,mamata.barik3@odpolice.in,9876570784,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Liaison,Sadar PS,Balangir,True,dark
EMP01209,vikram_panda3,vikram.panda3@odpolice.in,9876579260,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Goilundi PS,Berhampur,True,dark
EMP01210,subhashree_sahoo4,subhashree.sahoo4@odpolice.in,9876570795,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,CID,Sadar PS,Balangir,True,light
EMP01211,baidhar_biswal1,baidhar.biswal1@odpolice.in,9876553180,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Hinjilicut PS,Ganjam,True,system
EMP01212,piyush_samal2,piyush.samal2@odpolice.in,9876585938,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Judicial Liaison,Town PS,Dhenkanal,True,light
EMP01213,subash_behera1,subash.behera1@odpolice.in,9876530474,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Hinjilicut PS,Ganjam,False,system
EMP01214,prakash_swain3,prakash.swain3@odpolice.in,9876526120,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Judicial Liaison,Sadar PS,Balasore,False,light
EMP01215,ritu_senapati3,ritu.senapati3@odpolice.in,9876511569,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,CID,Town PS,Berhampur,True,dark
EMP01216,sanjay_panda3,sanjay.panda3@odpolice.in,9876563885,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Special Branch,Sadar PS,Bargarh,True,light
EMP01217,lalita_samal2,lalita.samal2@odpolice.in,9876550121,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Berhampur,True,light
EMP01218,kavita_mohapatra5,kavita.mohapatra5@odpolice.in,9876563130,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Raghunathpali PS,Rourkela,True,system
EMP01219,sunil_tripathy2,sunil.tripathy2@odpolice.in,9876535640,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Special Branch,Baseli Sahi PS,Puri,True,dark
EMP01220,subash_yadav,subash.yadav@odpolice.in,9876575639,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Liaison,Badambadi PS,Cuttack,True,dark
EMP01221,lalita_panigrahi,lalita.panigrahi@odpolice.in,9876515205,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Dhenkanal,True,dark
EMP01222,baidhar_sethi6,baidhar.sethi6@odpolice.in,9876525891,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Crime Branch,Town PS,Puri,True,system
EMP01223,mamata_barik2,mamata.barik2@odpolice.in,9876567431,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Baripada PS,Mayurbhanj,True,system
EMP01224,amit_mohapatra1,amit.mohapatra1@odpolice.in,9876530543,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Support,Town PS,Keonjhar,True,light
EMP01225,sujata_lenka3,sujata.lenka3@odpolice.in,9876531505,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Crime Branch,Mangalabag PS,Cuttack,True,dark
EMP01226,priya_mishra,priya.mishra@odpolice.in,9876558546,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Special Branch,Town PS,Bargarh,True,light
EMP01227,vikram_patra4,vikram.patra4@odpolice.in,9876545613,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,EOW,Baseli Sahi PS,Puri,True,system
EMP01228,ankit_sahu5,ankit.sahu5@odpolice.in,9876526090,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,CID,Town PS,Angul,True,dark
EMP01229,subash_pradhan,subash.pradhan@odpolice.in,9876558003,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,CID,Dhanupali PS,Sambalpur,True,light
EMP01230,sanjay_behera4,sanjay.behera4@odpolice.in,9876579670,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Support,Panposh PS,Rourkela,True,dark
EMP01231,gopal_das,gopal.das@odpolice.in,9876565534,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Mancheswar PS,Bhubaneswar,False,system
EMP01232,santosh_nayak5,santosh.nayak5@odpolice.in,9876553048,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Administration,Balasore HQ,Balasore,True,light
EMP01233,ramesh_behera4,ramesh.behera4@odpolice.in,9876537155,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Special Branch,Chatrapur PS,Ganjam,True,dark
EMP01234,chayan_nayak1,chayan.nayak1@odpolice.in,9876592407,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Special Branch,Saheed Nagar PS,Bhubaneswar,True,dark
EMP01235,sujata_rout2,sujata.rout2@odpolice.in,9876540479,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Crime Branch,Town PS,Keonjhar,True,light
EMP01236,ankit_dash5,ankit.dash5@odpolice.in,9876576575,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Special Branch,Sadar PS,Keonjhar,False,light
EMP01237,haribandhu_lenka6,haribandhu.lenka6@odpolice.in,9876555287,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Crime Branch,Town PS,Balangir,True,light
EMP01238,prem_dash4,prem.dash4@odpolice.in,9876548023,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,EOW,Sadar PS,Balasore,True,dark
EMP01239,kumar_mohanty3,kumar.mohanty3@odpolice.in,9876576703,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,EOW,Town PS,Berhampur,True,light
EMP01240,sunil_swain,sunil.swain@odpolice.in,9876533602,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Bargarh,True,system
EMP01241,gopal_barik2,gopal.barik2@odpolice.in,9876583557,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Judicial Liaison,Sadar PS,Angul,True,dark
EMP01242,mamata_agrawal4,mamata.agrawal4@odpolice.in,9876598244,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Mangalabag PS,Cuttack,True,dark
EMP01243,vikram_behera,vikram.behera@odpolice.in,9876586452,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Town PS,Khurda,True,system
EMP01244,ramesh_lenka2,ramesh.lenka2@odpolice.in,9876513829,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Cyber Crime,Sector-19 PS,Rourkela,True,dark
EMP01245,ankit_behera,ankit.behera@odpolice.in,9876561519,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Khurda,True,light
EMP01246,sunil_routray,sunil.routray@odpolice.in,9876572301,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Traffic,Town PS,Keonjhar,True,system
EMP01247,sweta_routray,sweta.routray@odpolice.in,9876583999,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Crime Branch,Raghunathpali PS,Rourkela,True,dark
EMP01248,haribandhu_sahoo3,haribandhu.sahoo3@odpolice.in,9876524263,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,EOW,Sadar PS,Bargarh,True,light
EMP01249,piyush_mishra,piyush.mishra@odpolice.in,9876540123,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Liaison,Chatrapur PS,Ganjam,True,dark
EMP01250,bikash_jena3,bikash.jena3@odpolice.in,9876535776,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,CID,Baseli Sahi PS,Puri,True,light
EMP01251,sunil_sahoo7,sunil.sahoo7@odpolice.in,9876587343,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Angul,True,light
EMP01252,baidhar_mohapatra2,baidhar.mohapatra2@odpolice.in,9876531563,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Liaison,Dargha Bazar PS,Cuttack,True,dark
EMP01253,sujata_samal6,sujata.samal6@odpolice.in,9876573261,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Liaison,Sadar PS,Balasore,True,dark
EMP01254,sujata_pradhan4,sujata.pradhan4@odpolice.in,9876548674,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Liaison,Mancheswar PS,Bhubaneswar,False,dark
EMP01255,tarwish_pradhan5,tarwish.pradhan5@odpolice.in,9876542853,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Angul,True,light
EMP01256,ajay_pradhan6,ajay.pradhan6@odpolice.in,9876539656,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,EOW,Town PS,Berhampur,True,light
EMP01257,prakash_patra5,prakash.patra5@odpolice.in,9876561269,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Special Branch,Sadar PS,Keonjhar,True,light
EMP01258,ajay_das3,ajay.das3@odpolice.in,9876563739,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Industrial Estate PS,Balasore,False,light
EMP01259,ramesh_biswal2,ramesh.biswal2@odpolice.in,9876533752,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Baripada PS,Mayurbhanj,True,dark
EMP01260,subhashree_kumar1,subhashree.kumar1@odpolice.in,9876513118,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,CID,Sadar PS,Angul,True,system
EMP01261,krushna_nayak,krushna.nayak@odpolice.in,9876511431,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Special Branch,Chatrapur PS,Ganjam,True,dark
EMP01262,ravi_lenka,ravi.lenka@odpolice.in,9876554693,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Liaison,Sadar PS,Balangir,True,dark
EMP01263,manisha_yadav,manisha.yadav@odpolice.in,9876566873,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Headquarters,Angul HQ,Angul,True,system
EMP01264,prakash_behera,prakash.behera@odpolice.in,9876512044,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,CID,Dargha Bazar PS,Cuttack,True,light
EMP01265,priya_lenka1,priya.lenka1@odpolice.in,9876552113,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Anti-Narcotics,Town PS,Balangir,True,system
EMP01266,manoj_barik6,manoj.barik6@odpolice.in,9876522571,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,EOW,Sadar PS,Balasore,False,dark
EMP01267,mamata_mohanty3,mamata.mohanty3@odpolice.in,9876566261,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Panposh PS,Rourkela,True,dark
EMP01268,vikram_biswal8,vikram.biswal8@odpolice.in,9876584916,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Dhenkanal,False,system
EMP01269,priya_panda5,priya.panda5@odpolice.in,9876580875,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Town PS,Balangir,True,light
EMP01270,gayatri_mishra,gayatri.mishra@odpolice.in,9876585012,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Cyber Crime,Town PS,Bargarh,True,system
EMP01271,kumar_barik4,kumar.barik4@odpolice.in,9876587288,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Special Branch,Purighat PS,Cuttack,False,light
EMP01272,anjali_parida3,anjali.parida3@odpolice.in,9876589535,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Headquarters,Dhenkanal HQ,Dhenkanal,True,dark
EMP01273,ritu_sahoo1,ritu.sahoo1@odpolice.in,9876567432,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Traffic,Baseli Sahi PS,Puri,True,light
EMP01274,kumar_nayak,kumar.nayak@odpolice.in,9876529954,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Crime Branch,Sadar PS,Balangir,True,system
EMP01275,rakesh_behera5,rakesh.behera5@odpolice.in,9876533508,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Support,Town PS,Berhampur,True,dark
EMP01276,prem_sahu,prem.sahu@odpolice.in,9876570337,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Crime Branch,Town PS,Balasore,False,system
EMP01277,baidhar_das5,baidhar.das5@odpolice.in,9876588795,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Dhenkanal,True,light
EMP01278,kumar_panigrahi3,kumar.panigrahi3@odpolice.in,9876518540,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sea Beach PS,Puri,True,dark
EMP01279,naveen_mohanty,naveen.mohanty@odpolice.in,9876536331,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Ainthapali PS,Sambalpur,True,system
